PROPERTYNAME,OWNEROFRECORD,REPORTINGYEAR,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERUSE_ALLWATERSOURCES_KGAL,ELECTRICITYUSE_KBTU_JANUARY,ELECTRICITYUSE_KBTU_FEBRUARY,ELECTRICITYUSE_KBTU_MARCH,ELECTRICITYUSE_KBTU_APRIL,ELECTRICITYUSE_KBTU_MAY,ELECTRICITYUSE_KBTU_JUNE,ELECTRICITYUSE_KBTU_JULY,ELECTRICITYUSE_KBTU_AUGUST,ELECTRICITYUSE_KBTU_SEPTEMBER,ELECTRICITYUSE_KBTU_OCTOBER,ELECTRICITYUSE_KBTU_NOVEMBER,ELECTRICITYUSE_KBTU_DECEMBER,NATURALGAS_KBTU_JANUARY,NATURALGAS_KBTU_FEBRUARY,NATURALGAS_KBTU_MARCH,NATURALGAS_KBTU_APRIL,NATURALGAS_KBTU_MAY,NATURALGAS_KBTU_JUNE,NATURALGAS_KBTU_JULY,NATURALGAS_KBTU_AUGUST,NATURALGAS_KBTU_SEPTEMBER,NATURALGAS_KBTU_OCTOBER,NATURALGAS_KBTU_NOVEMBER,NATURALGAS_KBTU_DECEMBER
Theological College,THEOLOGICAL COLLEGE INC,2022,77.2,78.3,142.7,143.1,727.7,5.3,1677.3,334754.4,304776.8,327012.8,324796.8,392104.5,465468.1,552021.1,552497.2,462173.8,394098.7,362472.6,365031.2,1020593.4,835827.6,793775.1,478507.6,155726.4,76186.9,75709.8,72815.7,93643.6,204647.5,896065.5,1063363.7
Theological College,THEOLOGICAL COLLEGE INC,2023,77.8,85.5,144.0,151.8,736.8,5.4,2264.8,371897.4,328963.6,351674.7,350119.9,380222.8,449292.2,533769.9,556926.2,477364.8,389187.7,348128.7,350888.9,1080689.1,895972.0,847472.1,357780.0,79607.6,72510.4,78290.2,74334.2,82365.5,374249.2,798234.6,1052711.7
Wesley Theological Seminary,WESLEY THEOLOGICAL SEMINARY OF METHODIST CHURCH,2018,62.9,63.9,127.2,127.6,772.7,4.8,3364.1,456129.3,385964.7,429599.7,398415.9,489936.8,509642.7,543542.7,670953.2,494779.6,449706.0,389919.0,370516.8,738283.9,722621.1,805627.0,644720.3,251360.2,77973.1,68781.7,69361.3,70423.6,98098.9,280801.0,647905.3
Wesley Theological Seminary,WESLEY THEOLOGICAL SEMINARY OF METHODIST CHURCH,2019,61.3,63.0,122.5,123.0,732.1,4.6,3310.9,389562.2,384510.4,378104.5,360456.9,518122.2,479273.7,613997.2,549574.2,468866.0,392939.2,378445.8,392952.3,796561.2,856142.9,921724.9,544798.9,209775.3,83024.7,65272.0,62783.9,64877.4,84196.8,214303.2,602667.7
Wesley Theological Seminary,WESLEY THEOLOGICAL SEMINARY OF METHODIST CHURCH,2020,51.4,54.1,104.1,107.6,592.6,3.7,2255.2,379656.5,357986.6,336872.6,338708.1,344396.2,469297.5,560510.0,413732.6,402431.1,317985.1,293308.7,360408.4,739358.0,702270.7,694926.0,377377.4,240287.1,99112.9,51145.2,41951.6,42336.6,62889.2,153110.7,447631.1
Wesley Theological Seminary,WESLEY THEOLOGICAL SEMINARY OF METHODIST CHURCH,2021,53.6,55.9,103.6,105.3,602.6,3.8,1826.1,310778.2,306858.4,320839.7,284283.4,317593.4,461980.4,437533.0,458903.0,417593.6,416475.4,307687.6,288179.7,774783.8,972394.5,988063.7,410260.3,172007.5,84292.5,48530.1,35580.6,48089.2,56468.8,178064.5,477219.3
Wesley Theological Seminary,WESLEY THEOLOGICAL SEMINARY OF METHODIST CHURCH,2022,55.6,56.4,103.7,104.1,613.1,3.8,1905.7,322995.2,287136.3,292419.4,318738.0,327846.9,366972.7,459435.8,522168.1,375962.8,273395.8,305688.8,296386.1,710048.3,888089.3,784484.7,390524.7,212155.9,50244.1,46236.6,47703.2,98393.5,264461.3,473272.1,772011.7
Wesley Theological Seminary,WESLEY THEOLOGICAL SEMINARY OF METHODIST CHURCH,2023,43.9,53.4,86.2,103.7,559.0,3.2,2313.9,295721.3,290858.0,279452.2,327367.1,317038.6,404394.6,435353.7,437968.6,519319.6,366391.7,93546.0,276997.2,752666.3,609994.9,505818.6,181382.8,51070.5,41838.3,39452.3,40892.5,55546.4,187349.6,451774.0,764544.6
The Catholic University of America,THE CATHOLIC UNIVERSITY OF AMERICA,2013,119.1,120.3,263.1,264.3,22382.5,11.2,44562.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Catholic University of America,THE CATHOLIC UNIVERSITY OF AMERICA,2014,121.2,120.3,256.7,255.3,22898.4,11.4,47750.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Catholic University of America,THE CATHOLIC UNIVERSITY OF AMERICA,2015,117.9,120.3,254.6,255.6,22656.0,11.3,49061.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Catholic University of America,THE CATHOLIC UNIVERSITY OF AMERICA,2016,104.3,106.2,241.3,241.9,18867.1,9.4,54530.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Catholic University of America,CATHOLIC UNIVERSITY OF AMERICA,2018,125.2,127.0,215.3,216.7,19698.6,8.7,46190.3,9151679.9,8662493.9,9444568.1,9346305.3,10635898.4,11507978.9,12473220.0,4178329.0,8397161.2,11180191.9,9751151.6,9321868.4,391824.2,536335.5,373548.4,653301.7,483527.4,283222.5,131572.4,85172.8,96716.1,381205.4,713326.7,642509.8
The Catholic University of America,CATHOLIC UNIVERSITY OF AMERICA,2019,105.5,109.3,207.7,211.7,17939.3,8.0,52028.3,10193355.0,9555382.3,10217809.4,10255108.8,11431567.4,12086513.3,13654293.0,14155802.0,6503803.5,8084543.4,9648106.7,8954923.3,25893304.4,20632669.1,19956927.3,6497798.6,1984993.7,665340.0,616047.2,745497.2,965159.9,2059122.4,14742278.7,18208294.2
The Catholic University of America,CATHOLIC UNIVERSITY OF AMERICA,2020,86.3,93.3,174.8,182.1,14820.3,6.6,32530.8,9155585.4,9077885.6,8447252.0,6873923.9,7771038.0,9458684.3,11232024.4,11485042.4,9647348.5,8849591.6,7901266.6,7540440.9,19392587.2,18435857.6,13740413.5,4003638.7,1023790.1,564160.7,446251.0,594175.5,884842.4,3315559.7,8205026.5,14816584.3
The Catholic University of America,CATHOLIC UNIVERSITY OF AMERICA,2021,89.9,93.2,187.4,189.5,15418.0,6.9,64426.8,7909451.2,7639717.2,8705932.6,8671153.5,9534023.7,10503868.5,11617784.7,12541985.2,12081755.6,11114302.4,9624262.8,9031219.9,15996557.9,15139752.5,10492588.4,4989411.5,2935364.1,1806183.7,505841.9,595176.8,2374569.7,4409251.8,11365686.8,11678087.5
The Catholic University of America,CATHOLIC UNIVERSITY OF AMERICA,2022,96.6,97.3,199.0,198.4,15751.5,7.0,73864.1,9486274.1,8834842.9,9666135.2,9395579.2,10519486.2,11688069.6,12234307.0,12529689.0,11411864.8,10569242.6,9546563.6,9227621.6,18138607.8,13922177.4,11181985.2,7672633.2,3246279.5,596398.6,534648.1,651297.5,1030391.8,8232341.6,9903678.3,16232414.6
The Catholic University of America,CATHOLIC UNIVERSITY OF AMERICA,2023,99.7,105.1,203.3,208.2,16743.3,7.4,65450.5,9725634.4,9240137.4,10220750.6,10028545.4,10037530.7,10782445.5,12499862.2,13001605.2,11924105.8,11105025.7,9956164.9,9543795.4,15562632.7,13375088.3,13749753.3,5793626.4,3602789.2,3361075.7,2376153.6,2324677.4,3090051.2,7091403.5,13213521.7,15016994.4
"Flather Hall, Aquinas Hall, and Kane Health Center",THE CATHOLIC UNIVERSITY OF AMERICA,2013,7.0,7.1,7.4,7.4,39.1,0.4,4575.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Flather Hall, Aquinas Hall, and Kane Health Center",THE CATHOLIC UNIVERSITY OF AMERICA,2014,6.0,6.0,6.3,6.3,33.6,0.3,4492.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Flather Hall, Aquinas Hall, and Kane Health Center",THE CATHOLIC UNIVERSITY OF AMERICA,2015,5.7,5.9,6.0,6.2,32.0,0.3,5462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Flather Hall, Aquinas Hall, and Kane Health Center",THE CATHOLIC UNIVERSITY OF AMERICA,2016,6.0,6.1,6.3,6.4,33.3,0.3,3848.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple Buildings #1,THE CATHOLIC UNIVERSITY OF AMERICA,2013,3.3,3.4,6.5,6.5,227.9,0.3,3166.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple Buildings #1,THE CATHOLIC UNIVERSITY OF AMERICA,2014,3.3,3.3,6.3,6.3,228.3,0.3,4468.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple Buildings #1,THE CATHOLIC UNIVERSITY OF AMERICA,2015,3.2,3.2,5.9,6.0,216.7,0.3,8276.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple Buildings #1,THE CATHOLIC UNIVERSITY OF AMERICA,2016,1.9,1.9,2.0,2.0,80.3,0.1,18406.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hartke Theater,THE CATHOLIC UNIVERSITY OF AMERICA,2013,0.0,0.0,0.0,0.0,0.0,0.0,368.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hartke Theater,THE CATHOLIC UNIVERSITY OF AMERICA,2014,0.0,0.0,0.0,0.0,0.0,0.0,526.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hartke Theater,THE CATHOLIC UNIVERSITY OF AMERICA,2015,0.0,0.0,0.0,0.0,0.0,0.0,526.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hartke Theater,THE CATHOLIC UNIVERSITY OF AMERICA,2016,0.0,0.0,0.0,0.0,0.0,0.0,1925.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Columbus School of Law,THE CATHOLIC UNIVERSITY OF AMERICA,2013,1.0,1.0,1.1,1.1,10.2,0.1,3547.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Columbus School of Law,THE CATHOLIC UNIVERSITY OF AMERICA,2014,0.9,0.9,1.0,1.0,9.4,0.0,2903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Columbus School of Law,THE CATHOLIC UNIVERSITY OF AMERICA,2015,0.9,0.9,0.9,0.9,8.5,0.0,3869.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Columbus School of Law,THE CATHOLIC UNIVERSITY OF AMERICA,2016,0.5,0.5,0.5,0.5,4.7,0.0,4862.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maloney Hall,THE CATHOLIC UNIVERSITY OF AMERICA,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maloney Hall,THE CATHOLIC UNIVERSITY OF AMERICA,2014,0.0,0.0,0.0,0.0,0.0,0.0,432.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maloney Hall,THE CATHOLIC UNIVERSITY OF AMERICA,2015,0.0,0.0,0.0,0.0,0.0,0.0,349.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maloney Hall,THE CATHOLIC UNIVERSITY OF AMERICA,2016,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McCort Ward,THE CATHOLIC UNIVERSITY OF AMERICA,2013,0.1,0.1,0.1,0.1,0.1,0.0,6438.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McCort Ward,THE CATHOLIC UNIVERSITY OF AMERICA,2014,0.2,0.2,0.2,0.2,0.3,0.0,6906.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McCort Ward,THE CATHOLIC UNIVERSITY OF AMERICA,2015,0.1,0.1,0.1,0.1,0.2,0.0,1965.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McCort Ward,THE CATHOLIC UNIVERSITY OF AMERICA,2016,0.1,0.1,0.1,0.1,0.1,0.0,416.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power Plant,THE CATHOLIC UNIVERSITY OF AMERICA,2013,0.2,0.2,0.2,0.2,0.3,0.0,4292.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power Plant,THE CATHOLIC UNIVERSITY OF AMERICA,2014,0.1,0.1,0.2,0.2,0.2,0.0,5671.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power Plant,THE CATHOLIC UNIVERSITY OF AMERICA,2015,0.1,0.1,0.1,0.1,0.2,0.0,5017.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power Plant,THE CATHOLIC UNIVERSITY OF AMERICA,2016,0.1,0.1,0.1,0.1,0.2,0.0,2915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nursing Bio,THE CATHOLIC UNIVERSITY OF AMERICA,2013,0.0,0.0,0.0,0.0,0.1,0.0,50.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nursing Bio,THE CATHOLIC UNIVERSITY OF AMERICA,2014,0.0,0.0,0.0,0.0,0.1,0.0,170.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nursing Bio,THE CATHOLIC UNIVERSITY OF AMERICA,2015,0.0,0.0,0.0,0.0,0.1,0.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nursing Bio,THE CATHOLIC UNIVERSITY OF AMERICA,2016,0.0,0.0,0.0,0.0,0.0,0.0,76.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pryzbyla,THE CATHOLIC UNIVERSITY OF AMERICA,2013,34.2,34.2,35.9,35.9,186.6,1.8,7062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pryzbyla,THE CATHOLIC UNIVERSITY OF AMERICA,2014,34.2,34.2,35.9,35.9,186.8,1.8,7069.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pryzbyla,THE CATHOLIC UNIVERSITY OF AMERICA,2015,33.8,34.3,35.5,36.0,184.8,1.8,6739.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pryzbyla,THE CATHOLIC UNIVERSITY OF AMERICA,2016,35.0,35.0,36.8,36.8,191.5,1.9,7338.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gowan Hall,THE CATHOLIC UNIVERSITY OF AMERICA,2013,0.0,0.0,0.0,0.0,0.0,0.0,187.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gowan Hall,THE CATHOLIC UNIVERSITY OF AMERICA,2014,0.0,0.0,0.0,0.0,0.0,0.0,230.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gowan Hall,THE CATHOLIC UNIVERSITY OF AMERICA,2015,0.0,0.0,0.0,0.0,0.0,0.0,665.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gowan Hall,THE CATHOLIC UNIVERSITY OF AMERICA,2016,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dufour,THE CATHOLIC UNIVERSITY OF AMERICA,2013,33.8,34.3,39.4,39.9,278.5,1.9,1889.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dufour,THE CATHOLIC UNIVERSITY OF AMERICA,2014,45.1,45.2,52.3,52.4,373.1,2.6,1891.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dufour,THE CATHOLIC UNIVERSITY OF AMERICA,2015,39.3,41.1,46.3,48.2,328.8,2.3,1896.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dufour,THE CATHOLIC UNIVERSITY OF AMERICA,2016,35.1,36.5,40.5,41.9,284.3,2.0,1738.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York University Washington DC,NEW YORK UNIVERSITY,2013,88.8,89.0,222.7,222.9,645.0,9.3,1603.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York University Washington DC,NEW YORK UNIVERSITY,2014,75.7,75.8,182.0,182.1,555.4,8.0,1634.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York University Washington DC,NEW YORK UNIVERSITY,2015,74.9,75.6,191.6,192.3,580.7,8.3,2136.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York University Washington DC,NEW YORK UNIVERSITY,2016,69.4,70.2,179.4,179.4,474.9,6.8,2661.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York University Washington DC,NEW YORK UNIVERSITY,2017,71.2,73.2,188.8,190.1,482.8,6.9,2457.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York University Washington DC,NEW YORK UNIVERSITY,2018,75.4,75.2,174.3,173.5,440.0,6.3,2450.1,267813.3,253807.4,280347.3,298939.8,323380.3,319264.1,376225.9,360735.0,349078.6,355816.6,314676.7,280710.2,343385.0,309269.4,227835.7,202341.9,66833.0,30991.1,27384.6,24374.0,22809.7,22895.2,32164.6,160068.5
New York University Washington DC,NEW YORK UNIVERSITY,2019,74.2,74.6,174.9,174.0,438.5,6.3,2533.3,244295.2,241562.5,280869.7,300608.2,336929.4,339670.0,380878.3,398843.0,379282.2,339742.9,312122.4,302978.4,268393.8,234858.0,159725.7,54735.5,31226.2,26910.1,29340.4,38986.2,49522.2,77811.2,130398.6,203157.1
New York University Washington DC,NEW YORK UNIVERSITY,2020,76.9,78.5,175.0,175.6,444.0,6.4,3166.1,288622.7,292644.7,305485.5,278553.1,294201.2,318155.5,356602.4,359374.6,332319.6,330119.4,308500.9,284524.9,218076.3,163703.4,114227.8,86358.9,79564.7,65229.5,59149.1,46045.9,41153.4,127531.0,259867.8,342407.2
New York University Washington DC,NEW YORK UNIVERSITY,2021,80.0,81.8,173.4,174.4,437.0,6.3,4788.0,266008.1,252374.2,287410.2,286984.0,308248.7,302497.1,313416.2,341316.5,334807.2,315403.9,285016.5,263083.8,366452.9,342002.4,224633.8,104735.7,91700.0,81707.6,79015.2,82632.7,88427.0,109506.6,174570.4,264007.3
New York University Washington DC,NEW YORK UNIVERSITY,2022,69.3,69.6,160.4,160.2,374.8,5.4,2261.1,249061.6,246724.7,293143.1,291757.8,307963.9,307777.7,328406.1,328255.1,305671.8,298633.8,275962.6,250087.1,265548.3,181628.0,127428.2,105196.4,89731.1,61894.9,20502.8,20369.4,40537.8,85393.8,132143.2,212610.3
New York University Washington DC,NEW YORK UNIVERSITY,2023,58.5,60.6,135.9,138.2,361.1,4.6,1762.6,250278.0,238839.7,264447.7,275094.5,296197.9,304875.1,325191.9,328565.0,306910.0,287665.9,242953.4,235888.2,180320.3,160521.9,168944.2,87244.0,44748.1,34230.8,35438.8,49530.3,62517.6,111301.8,139660.4,177601.4
Chemical Eng. (1B),HOWARD UNIVERSITY,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chemical Eng. (1B),HOWARD UNIVERSITY,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chemistry (2C),HOWARD UNIVERSITY,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chemistry (2C),HOWARD UNIVERSITY,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chemistry (2C),HOWARD UNIVERSITY,2014,0.0,0.0,0.0,0.0,0.0,0.0,1858.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chemistry Building (2C),HOWARD UNIVERSITY,2015,0.0,0.0,0.0,0.0,0.0,0.0,3631.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
